CategoryName,window_start,window_end,future_start,future_end,CategoryName,cur_mean,cur_sum,cur_std,coverage,volatility_ratio,intra_growth,month,week_of_year,day_of_week,target_up
Storage,2017-01-06,2017-02-02,2017-02-03,2017-03-02,Storage,0.0,0.0,0.0,0.0,0.0,0.0,2,5,3,1
Storage,2017-01-13,2017-02-09,2017-02-10,2017-03-09,Storage,0.0,0.0,0.0,0.0,0.0,0.0,2,6,3,1
Storage,2017-01-20,2017-02-16,2017-02-17,2017-03-16,Storage,15.0,420.0,67.80170667889878,0.07142857142857142,4.5201134772523535,30000000.0,2,7,3,1
Storage,2017-01-27,2017-02-23,2017-02-24,2017-03-23,Storage,31.071428571428573,870.0,95.28825762294285,0.14285714285714285,3.066748422498211,62142857.14285715,2,8,3,0
Storage,2017-02-03,2017-03-02,2017-03-03,2017-03-30,Storage,31.071428571428573,870.0,95.28825762294285,0.14285714285714285,3.066748422498211,0.07142856904761923,3,9,3,0
Storage,2017-02-10,2017-03-09,2017-03-10,2017-04-06,Storage,31.071428571428573,870.0,95.28825762294285,0.14285714285714285,3.066748422498211,-0.9999999839080462,3,10,3,0
Storage,2017-02-17,2017-03-16,2017-03-17,2017-04-13,Storage,16.071428571428573,450.0,70.46221306053164,0.07142857142857142,4.3843152065201325,-0.99999996888889,3,11,3,0
Storage,2017-02-24,2017-03-23,2017-03-24,2017-04-20,Storage,2.4642857142857144,69.0,12.804804184527061,0.03571428571428571,5.196150314123897,4928571.428571429,3,12,3,0
Storage,2017-03-03,2017-03-30,2017-03-31,2017-04-27,Storage,2.4642857142857144,69.0,12.804804184527061,0.03571428571428571,5.196150314123897,4928571.428571429,3,13,3,1
Storage,2017-03-10,2017-04-06,2017-04-07,2017-05-04,Storage,2.4642857142857144,69.0,12.804804184527061,0.03571428571428571,5.196150314123897,-0.9999997971014905,4,14,3,1
Storage,2017-03-17,2017-04-13,2017-04-14,2017-05-11,Storage,2.4642857142857144,69.0,12.804804184527061,0.03571428571428571,5.196150314123897,-0.9999997971014905,4,15,3,1
Storage,2017-03-24,2017-04-20,2017-04-21,2017-05-18,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4,16,3,1
Storage,2017-03-31,2017-04-27,2017-04-28,2017-05-25,Storage,4.75,133.0,24.681724007856502,0.03571428571428571,5.1961513287800365,9500000.0,4,17,3,0
Storage,2017-04-07,2017-05-04,2017-05-05,2017-06-01,Storage,4.75,133.0,24.681724007856502,0.03571428571428571,5.1961513287800365,9500000.0,5,18,3,0
Storage,2017-04-14,2017-05-11,2017-05-12,2017-06-08,Storage,4.75,133.0,24.681724007856502,0.03571428571428571,5.1961513287800365,-0.9999998947368532,5,19,3,0
Storage,2017-04-21,2017-05-18,2017-05-19,2017-06-15,Storage,4.75,133.0,24.681724007856502,0.03571428571428571,5.1961513287800365,-0.9999998947368532,5,20,3,0
Storage,2017-04-28,2017-05-25,2017-05-26,2017-06-22,Storage,0.0,0.0,0.0,0.0,0.0,0.0,5,21,3,1
Storage,2017-05-05,2017-06-01,2017-06-02,2017-06-29,Storage,4.821428571428571,135.0,25.052877752335537,0.03571428571428571,5.196151344986351,9642857.142857144,6,22,3,0
Storage,2017-05-12,2017-06-08,2017-06-09,2017-07-06,Storage,4.821428571428571,135.0,25.052877752335537,0.03571428571428571,5.196151344986351,9642857.142857144,6,23,3,0
Storage,2017-05-19,2017-06-15,2017-06-16,2017-07-13,Storage,4.821428571428571,135.0,25.052877752335537,0.03571428571428571,5.196151344986351,-0.9999998962963071,6,24,3,0
Storage,2017-05-26,2017-06-22,2017-06-23,2017-07-20,Storage,4.821428571428571,135.0,25.052877752335537,0.03571428571428571,5.196151344986351,-0.9999998962963071,6,25,3,0
Storage,2017-06-02,2017-06-29,2017-06-30,2017-07-27,Storage,0.0,0.0,0.0,0.0,0.0,0.0,6,26,3,0
Storage,2017-06-09,2017-07-06,2017-07-07,2017-08-03,Storage,0.0,0.0,0.0,0.0,0.0,0.0,7,27,3,0
Storage,2017-06-16,2017-07-13,2017-07-14,2017-08-10,Storage,0.0,0.0,0.0,0.0,0.0,0.0,7,28,3,0
Storage,2017-06-23,2017-07-20,2017-07-21,2017-08-17,Storage,0.0,0.0,0.0,0.0,0.0,0.0,7,29,3,1
Storage,2017-06-30,2017-07-27,2017-07-28,2017-08-24,Storage,0.0,0.0,0.0,0.0,0.0,0.0,7,30,3,1
Storage,2017-07-07,2017-08-03,2017-08-04,2017-08-31,Storage,0.0,0.0,0.0,0.0,0.0,0.0,8,31,3,1
Storage,2017-07-14,2017-08-10,2017-08-11,2017-09-07,Storage,0.0,0.0,0.0,0.0,0.0,0.0,8,32,3,1
Storage,2017-07-21,2017-08-17,2017-08-18,2017-09-14,Storage,4.178571428571429,117.0,21.71249405202414,0.03571428571428571,5.196151179183272,8357142.857142858,8,33,3,0
Storage,2017-07-28,2017-08-24,2017-08-25,2017-09-21,Storage,4.178571428571429,117.0,21.712494052024145,0.03571428571428571,5.196151179183273,8357142.857142858,8,34,3,0
Storage,2017-08-04,2017-08-31,2017-09-01,2017-09-28,Storage,4.178571428571429,117.0,21.712494052024145,0.03571428571428571,5.196151179183273,-0.9999998803418948,8,35,3,1
Storage,2017-08-11,2017-09-07,2017-09-08,2017-10-05,Storage,7.714285714285714,216.0,27.918065250782313,0.07142857142857142,3.619007989304079,-0.15384613543721465,9,36,3,0
Storage,2017-08-18,2017-09-14,2017-09-15,2017-10-12,Storage,3.5357142857142856,99.0,18.372110351712728,0.03571428571428571,5.196150953088178,7071428.571428572,9,37,3,1
Storage,2017-08-25,2017-09-21,2017-09-22,2017-10-19,Storage,3.5357142857142856,99.0,18.372110351712728,0.03571428571428571,5.196150953088178,-0.9999998585858786,9,38,3,1
Storage,2017-09-01,2017-09-28,2017-09-29,2017-10-26,Storage,8.428571428571429,236.0,30.81097737058356,0.07142857142857142,3.655539254327291,0.3838383295582162,9,39,3,0
CPU,2013-06-21,2013-07-18,2013-07-19,2013-08-15,CPU,0.0,0.0,0.0,0.0,0.0,0.0,7,29,3,0
CPU,2013-06-28,2013-07-25,2013-07-26,2013-08-22,CPU,0.0,0.0,0.0,0.0,0.0,0.0,7,30,3,0
CPU,2013-07-05,2013-08-01,2013-08-02,2013-08-29,CPU,0.0,0.0,0.0,0.0,0.0,0.0,8,31,3,0
CPU,2013-07-12,2013-08-08,2013-08-09,2013-09-05,CPU,0.0,0.0,0.0,0.0,0.0,0.0,8,32,3,0
CPU,2013-07-19,2013-08-15,2013-08-16,2013-09-12,CPU,0.0,0.0,0.0,0.0,0.0,0.0,8,33,3,0
CPU,2013-07-26,2013-08-22,2013-08-23,2013-09-19,CPU,0.0,0.0,0.0,0.0,0.0,0.0,8,34,3,0
CPU,2013-08-02,2013-08-29,2013-08-30,2013-09-26,CPU,0.0,0.0,0.0,0.0,0.0,0.0,8,35,3,0
CPU,2013-08-09,2013-09-05,2013-09-06,2013-10-03,CPU,0.0,0.0,0.0,0.0,0.0,0.0,9,36,3,0
CPU,2013-08-16,2013-09-12,2013-09-13,2013-10-10,CPU,0.0,0.0,0.0,0.0,0.0,0.0,9,37,3,0
CPU,2013-08-23,2013-09-19,2013-09-20,2013-10-17,CPU,0.0,0.0,0.0,0.0,0.0,0.0,9,38,3,0
CPU,2013-08-30,2013-09-26,2013-09-27,2013-10-24,CPU,0.0,0.0,0.0,0.0,0.0,0.0,9,39,3,0
CPU,2013-09-06,2013-10-03,2013-10-04,2013-10-31,CPU,0.0,0.0,0.0,0.0,0.0,0.0,10,40,3,0
CPU,2013-09-13,2013-10-10,2013-10-11,2013-11-07,CPU,0.0,0.0,0.0,0.0,0.0,0.0,10,41,3,0
CPU,2013-09-20,2013-10-17,2013-10-18,2013-11-14,CPU,0.0,0.0,0.0,0.0,0.0,0.0,10,42,3,0
CPU,2013-09-27,2013-10-24,2013-10-25,2013-11-21,CPU,0.0,0.0,0.0,0.0,0.0,0.0,10,43,3,0
CPU,2013-10-04,2013-10-31,2013-11-01,2013-11-28,CPU,0.0,0.0,0.0,0.0,0.0,0.0,10,44,3,0
CPU,2013-10-11,2013-11-07,2013-11-08,2013-12-05,CPU,0.0,0.0,0.0,0.0,0.0,0.0,11,45,3,0
CPU,2013-10-18,2013-11-14,2013-11-15,2013-12-12,CPU,0.0,0.0,0.0,0.0,0.0,0.0,11,46,3,0
CPU,2013-10-25,2013-11-21,2013-11-22,2013-12-19,CPU,0.0,0.0,0.0,0.0,0.0,0.0,11,47,3,0
CPU,2013-11-01,2013-11-28,2013-11-29,2013-12-26,CPU,0.0,0.0,0.0,0.0,0.0,0.0,11,48,3,0
CPU,2013-11-08,2013-12-05,2013-12-06,2014-01-02,CPU,0.0,0.0,0.0,0.0,0.0,0.0,12,49,3,0
CPU,2013-11-15,2013-12-12,2013-12-13,2014-01-09,CPU,0.0,0.0,0.0,0.0,0.0,0.0,12,50,3,0
CPU,2013-11-22,2013-12-19,2013-12-20,2014-01-16,CPU,0.0,0.0,0.0,0.0,0.0,0.0,12,51,3,0
CPU,2013-11-29,2013-12-26,2013-12-27,2014-01-23,CPU,0.0,0.0,0.0,0.0,0.0,0.0,12,52,3,0
CPU,2013-12-06,2014-01-02,2014-01-03,2014-01-30,CPU,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,0
CPU,2013-12-13,2014-01-09,2014-01-10,2014-02-06,CPU,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,0
CPU,2013-12-20,2014-01-16,2014-01-17,2014-02-13,CPU,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,0
CPU,2013-12-27,2014-01-23,2014-01-24,2014-02-20,CPU,0.0,0.0,0.0,0.0,0.0,0.0,1,4,3,0
CPU,2014-01-03,2014-01-30,2014-01-31,2014-02-27,CPU,0.0,0.0,0.0,0.0,0.0,0.0,1,5,3,0
CPU,2014-01-10,2014-02-06,2014-02-07,2014-03-06,CPU,0.0,0.0,0.0,0.0,0.0,0.0,2,6,3,0
CPU,2014-01-17,2014-02-13,2014-02-14,2014-03-13,CPU,0.0,0.0,0.0,0.0,0.0,0.0,2,7,3,0
CPU,2014-01-24,2014-02-20,2014-02-21,2014-03-20,CPU,0.0,0.0,0.0,0.0,0.0,0.0,2,8,3,0
CPU,2014-01-31,2014-02-27,2014-02-28,2014-03-27,CPU,0.0,0.0,0.0,0.0,0.0,0.0,2,9,3,0
CPU,2014-02-07,2014-03-06,2014-03-07,2014-04-03,CPU,0.0,0.0,0.0,0.0,0.0,0.0,3,10,3,0
CPU,2014-02-14,2014-03-13,2014-03-14,2014-04-10,CPU,0.0,0.0,0.0,0.0,0.0,0.0,3,11,3,0
CPU,2014-02-21,2014-03-20,2014-03-21,2014-04-17,CPU,0.0,0.0,0.0,0.0,0.0,0.0,3,12,3,0
CPU,2014-02-28,2014-03-27,2014-03-28,2014-04-24,CPU,0.0,0.0,0.0,0.0,0.0,0.0,3,13,3,0
CPU,2014-03-07,2014-04-03,2014-04-04,2014-05-01,CPU,0.0,0.0,0.0,0.0,0.0,0.0,4,14,3,0
CPU,2014-03-14,2014-04-10,2014-04-11,2014-05-08,CPU,0.0,0.0,0.0,0.0,0.0,0.0,4,15,3,0
CPU,2014-03-21,2014-04-17,2014-04-18,2014-05-15,CPU,0.0,0.0,0.0,0.0,0.0,0.0,4,16,3,0
CPU,2014-03-28,2014-04-24,2014-04-25,2014-05-22,CPU,0.0,0.0,0.0,0.0,0.0,0.0,4,17,3,0
CPU,2014-04-04,2014-05-01,2014-05-02,2014-05-29,CPU,0.0,0.0,0.0,0.0,0.0,0.0,5,18,3,0
CPU,2014-04-11,2014-05-08,2014-05-09,2014-06-05,CPU,0.0,0.0,0.0,0.0,0.0,0.0,5,19,3,0
CPU,2014-04-18,2014-05-15,2014-05-16,2014-06-12,CPU,0.0,0.0,0.0,0.0,0.0,0.0,5,20,3,0
CPU,2014-04-25,2014-05-22,2014-05-23,2014-06-19,CPU,0.0,0.0,0.0,0.0,0.0,0.0,5,21,3,0
CPU,2014-05-02,2014-05-29,2014-05-30,2014-06-26,CPU,0.0,0.0,0.0,0.0,0.0,0.0,5,22,3,0
CPU,2014-05-09,2014-06-05,2014-06-06,2014-07-03,CPU,0.0,0.0,0.0,0.0,0.0,0.0,6,23,3,0
CPU,2014-05-16,2014-06-12,2014-06-13,2014-07-10,CPU,0.0,0.0,0.0,0.0,0.0,0.0,6,24,3,0
CPU,2014-05-23,2014-06-19,2014-06-20,2014-07-17,CPU,0.0,0.0,0.0,0.0,0.0,0.0,6,25,3,0
CPU,2014-05-30,2014-06-26,2014-06-27,2014-07-24,CPU,0.0,0.0,0.0,0.0,0.0,0.0,6,26,3,0
CPU,2014-06-06,2014-07-03,2014-07-04,2014-07-31,CPU,0.0,0.0,0.0,0.0,0.0,0.0,7,27,3,0
CPU,2014-06-13,2014-07-10,2014-07-11,2014-08-07,CPU,0.0,0.0,0.0,0.0,0.0,0.0,7,28,3,0
CPU,2014-06-20,2014-07-17,2014-07-18,2014-08-14,CPU,0.0,0.0,0.0,0.0,0.0,0.0,7,29,3,0
CPU,2014-06-27,2014-07-24,2014-07-25,2014-08-21,CPU,0.0,0.0,0.0,0.0,0.0,0.0,7,30,3,0
CPU,2014-07-04,2014-07-31,2014-08-01,2014-08-28,CPU,0.0,0.0,0.0,0.0,0.0,0.0,7,31,3,0
CPU,2014-07-11,2014-08-07,2014-08-08,2014-09-04,CPU,0.0,0.0,0.0,0.0,0.0,0.0,8,32,3,0
CPU,2014-07-18,2014-08-14,2014-08-15,2014-09-11,CPU,0.0,0.0,0.0,0.0,0.0,0.0,8,33,3,0
CPU,2014-07-25,2014-08-21,2014-08-22,2014-09-18,CPU,0.0,0.0,0.0,0.0,0.0,0.0,8,34,3,0
CPU,2014-08-01,2014-08-28,2014-08-29,2014-09-25,CPU,0.0,0.0,0.0,0.0,0.0,0.0,8,35,3,0
CPU,2014-08-08,2014-09-04,2014-09-05,2014-10-02,CPU,0.0,0.0,0.0,0.0,0.0,0.0,9,36,3,0
CPU,2014-08-15,2014-09-11,2014-09-12,2014-10-09,CPU,0.0,0.0,0.0,0.0,0.0,0.0,9,37,3,0
CPU,2014-08-22,2014-09-18,2014-09-19,2014-10-16,CPU,0.0,0.0,0.0,0.0,0.0,0.0,9,38,3,0
CPU,2014-08-29,2014-09-25,2014-09-26,2014-10-23,CPU,0.0,0.0,0.0,0.0,0.0,0.0,9,39,3,0
CPU,2014-09-05,2014-10-02,2014-10-03,2014-10-30,CPU,0.0,0.0,0.0,0.0,0.0,0.0,10,40,3,0
CPU,2014-09-12,2014-10-09,2014-10-10,2014-11-06,CPU,0.0,0.0,0.0,0.0,0.0,0.0,10,41,3,0
CPU,2014-09-19,2014-10-16,2014-10-17,2014-11-13,CPU,0.0,0.0,0.0,0.0,0.0,0.0,10,42,3,0
CPU,2014-09-26,2014-10-23,2014-10-24,2014-11-20,CPU,0.0,0.0,0.0,0.0,0.0,0.0,10,43,3,0
CPU,2014-10-03,2014-10-30,2014-10-31,2014-11-27,CPU,0.0,0.0,0.0,0.0,0.0,0.0,10,44,3,0
CPU,2014-10-10,2014-11-06,2014-11-07,2014-12-04,CPU,0.0,0.0,0.0,0.0,0.0,0.0,11,45,3,0
CPU,2014-10-17,2014-11-13,2014-11-14,2014-12-11,CPU,0.0,0.0,0.0,0.0,0.0,0.0,11,46,3,0
CPU,2014-10-24,2014-11-20,2014-11-21,2014-12-18,CPU,0.0,0.0,0.0,0.0,0.0,0.0,11,47,3,0
CPU,2014-10-31,2014-11-27,2014-11-28,2014-12-25,CPU,0.0,0.0,0.0,0.0,0.0,0.0,11,48,3,0
CPU,2014-11-07,2014-12-04,2014-12-05,2015-01-01,CPU,0.0,0.0,0.0,0.0,0.0,0.0,12,49,3,0
CPU,2014-11-14,2014-12-11,2014-12-12,2015-01-08,CPU,0.0,0.0,0.0,0.0,0.0,0.0,12,50,3,0
CPU,2014-11-21,2014-12-18,2014-12-19,2015-01-15,CPU,0.0,0.0,0.0,0.0,0.0,0.0,12,51,3,0
CPU,2014-11-28,2014-12-25,2014-12-26,2015-01-22,CPU,0.0,0.0,0.0,0.0,0.0,0.0,12,52,3,0
CPU,2014-12-05,2015-01-01,2015-01-02,2015-01-29,CPU,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,0
CPU,2014-12-12,2015-01-08,2015-01-09,2015-02-05,CPU,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,0
CPU,2014-12-19,2015-01-15,2015-01-16,2015-02-12,CPU,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,0
CPU,2014-12-26,2015-01-22,2015-01-23,2015-02-19,CPU,0.0,0.0,0.0,0.0,0.0,0.0,1,4,3,0
CPU,2015-01-02,2015-01-29,2015-01-30,2015-02-26,CPU,0.0,0.0,0.0,0.0,0.0,0.0,1,5,3,0
CPU,2015-01-09,2015-02-05,2015-02-06,2015-03-05,CPU,0.0,0.0,0.0,0.0,0.0,0.0,2,6,3,0
CPU,2015-01-16,2015-02-12,2015-02-13,2015-03-12,CPU,0.0,0.0,0.0,0.0,0.0,0.0,2,7,3,0
CPU,2015-01-23,2015-02-19,2015-02-20,2015-03-19,CPU,0.0,0.0,0.0,0.0,0.0,0.0,2,8,3,0
CPU,2015-01-30,2015-02-26,2015-02-27,2015-03-26,CPU,0.0,0.0,0.0,0.0,0.0,0.0,2,9,3,0
CPU,2015-02-06,2015-03-05,2015-03-06,2015-04-02,CPU,0.0,0.0,0.0,0.0,0.0,0.0,3,10,3,0
CPU,2015-02-13,2015-03-12,2015-03-13,2015-04-09,CPU,0.0,0.0,0.0,0.0,0.0,0.0,3,11,3,1
CPU,2015-02-20,2015-03-19,2015-03-20,2015-04-16,CPU,0.0,0.0,0.0,0.0,0.0,0.0,3,12,3,1
CPU,2015-02-27,2015-03-26,2015-03-27,2015-04-23,CPU,0.0,0.0,0.0,0.0,0.0,0.0,3,13,3,1
CPU,2015-03-06,2015-04-02,2015-04-03,2015-04-30,CPU,0.0,0.0,0.0,0.0,0.0,0.0,4,14,3,1
CPU,2015-03-13,2015-04-09,2015-04-10,2015-05-07,CPU,10.214285714285714,286.0,53.07498546050345,0.03571428571428571,5.196151913992459,20428571.42857143,4,15,3,1
CPU,2015-03-20,2015-04-16,2015-04-17,2015-05-14,CPU,10.214285714285714,286.0,53.074985460503456,0.03571428571428571,5.196151913992459,20428571.42857143,4,16,3,1
CPU,2015-03-27,2015-04-23,2015-04-24,2015-05-21,CPU,10.214285714285714,286.0,53.074985460503456,0.03571428571428571,5.196151913992459,-0.9999999510489533,4,17,3,1
CPU,2015-04-03,2015-04-30,2015-05-01,2015-05-28,CPU,14.357142857142858,402.0,56.530784461536854,0.07142857142857142,3.937467300183949,-0.5944055653088184,4,18,3,0
CPU,2015-04-10,2015-05-07,2015-05-08,2015-06-04,CPU,12.357142857142858,346.0,36.153654513670915,0.10714285714285714,2.9257290302380716,24714285.714285716,5,19,3,0
CPU,2015-04-17,2015-05-14,2015-05-15,2015-06-11,CPU,12.357142857142858,346.0,36.153654513670915,0.10714285714285714,2.9257290302380716,0.9827585020808701,5,20,3,0
CPU,2015-04-24,2015-05-21,2015-05-22,2015-06-18,CPU,12.357142857142858,346.0,36.153654513670915,0.10714285714285714,2.9257290302380716,-0.9999999595375738,5,21,3,0
CPU,2015-05-01,2015-05-28,2015-05-29,2015-06-25,CPU,8.214285714285714,230.0,30.195029324681357,0.07142857142857142,3.675916165936633,-0.9999999391304384,5,22,3,0
CPU,2015-05-08,2015-06-04,2015-06-05,2015-07-02,CPU,2.5,70.0,12.99038105676658,0.03571428571428571,5.196150344246494,5000000.0,6,23,3,0
CPU,2015-05-15,2015-06-11,2015-06-12,2015-07-09,CPU,2.5,70.0,12.99038105676658,0.03571428571428571,5.196150344246494,5000000.0,6,24,3,0
CPU,2015-05-22,2015-06-18,2015-06-19,2015-07-16,CPU,2.5,70.0,12.99038105676658,0.03571428571428571,5.196150344246494,-0.99999980000004,6,25,3,0
CPU,2015-05-29,2015-06-25,2015-06-26,2015-07-23,CPU,2.5,70.0,12.99038105676658,0.03571428571428571,5.196150344246494,-0.99999980000004,6,26,3,0
CPU,2015-06-05,2015-07-02,2015-07-03,2015-07-30,CPU,0.0,0.0,0.0,0.0,0.0,0.0,7,27,3,0
CPU,2015-06-12,2015-07-09,2015-07-10,2015-08-06,CPU,0.0,0.0,0.0,0.0,0.0,0.0,7,28,3,0
CPU,2015-06-19,2015-07-16,2015-07-17,2015-08-13,CPU,0.0,0.0,0.0,0.0,0.0,0.0,7,29,3,0
CPU,2015-06-26,2015-07-23,2015-07-24,2015-08-20,CPU,0.0,0.0,0.0,0.0,0.0,0.0,7,30,3,0
CPU,2015-07-03,2015-07-30,2015-07-31,2015-08-27,CPU,0.0,0.0,0.0,0.0,0.0,0.0,7,31,3,0
CPU,2015-07-10,2015-08-06,2015-08-07,2015-09-03,CPU,0.0,0.0,0.0,0.0,0.0,0.0,8,32,3,0
CPU,2015-07-17,2015-08-13,2015-08-14,2015-09-10,CPU,0.0,0.0,0.0,0.0,0.0,0.0,8,33,3,0
CPU,2015-07-24,2015-08-20,2015-08-21,2015-09-17,CPU,0.0,0.0,0.0,0.0,0.0,0.0,8,34,3,0
CPU,2015-07-31,2015-08-27,2015-08-28,2015-09-24,CPU,0.0,0.0,0.0,0.0,0.0,0.0,8,35,3,0
CPU,2015-08-07,2015-09-03,2015-09-04,2015-10-01,CPU,0.0,0.0,0.0,0.0,0.0,0.0,9,36,3,0
CPU,2015-08-14,2015-09-10,2015-09-11,2015-10-08,CPU,0.0,0.0,0.0,0.0,0.0,0.0,9,37,3,0
CPU,2015-08-21,2015-09-17,2015-09-18,2015-10-15,CPU,0.0,0.0,0.0,0.0,0.0,0.0,9,38,3,0
CPU,2015-08-28,2015-09-24,2015-09-25,2015-10-22,CPU,0.0,0.0,0.0,0.0,0.0,0.0,9,39,3,0
CPU,2015-09-04,2015-10-01,2015-10-02,2015-10-29,CPU,0.0,0.0,0.0,0.0,0.0,0.0,10,40,3,0
CPU,2015-09-11,2015-10-08,2015-10-09,2015-11-05,CPU,0.0,0.0,0.0,0.0,0.0,0.0,10,41,3,0
CPU,2015-09-18,2015-10-15,2015-10-16,2015-11-12,CPU,0.0,0.0,0.0,0.0,0.0,0.0,10,42,3,0
CPU,2015-09-25,2015-10-22,2015-10-23,2015-11-19,CPU,0.0,0.0,0.0,0.0,0.0,0.0,10,43,3,0
CPU,2015-10-02,2015-10-29,2015-10-30,2015-11-26,CPU,0.0,0.0,0.0,0.0,0.0,0.0,10,44,3,0
CPU,2015-10-09,2015-11-05,2015-11-06,2015-12-03,CPU,0.0,0.0,0.0,0.0,0.0,0.0,11,45,3,0
CPU,2015-10-16,2015-11-12,2015-11-13,2015-12-10,CPU,0.0,0.0,0.0,0.0,0.0,0.0,11,46,3,0
CPU,2015-10-23,2015-11-19,2015-11-20,2015-12-17,CPU,0.0,0.0,0.0,0.0,0.0,0.0,11,47,3,0
CPU,2015-10-30,2015-11-26,2015-11-27,2015-12-24,CPU,0.0,0.0,0.0,0.0,0.0,0.0,11,48,3,0
CPU,2015-11-06,2015-12-03,2015-12-04,2015-12-31,CPU,0.0,0.0,0.0,0.0,0.0,0.0,12,49,3,0
CPU,2015-11-13,2015-12-10,2015-12-11,2016-01-07,CPU,0.0,0.0,0.0,0.0,0.0,0.0,12,50,3,0
CPU,2015-11-20,2015-12-17,2015-12-18,2016-01-14,CPU,0.0,0.0,0.0,0.0,0.0,0.0,12,51,3,0
CPU,2015-11-27,2015-12-24,2015-12-25,2016-01-21,CPU,0.0,0.0,0.0,0.0,0.0,0.0,12,52,3,0
CPU,2015-12-04,2015-12-31,2016-01-01,2016-01-28,CPU,0.0,0.0,0.0,0.0,0.0,0.0,12,53,3,0
CPU,2015-12-11,2016-01-07,2016-01-08,2016-02-04,CPU,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,0
CPU,2015-12-18,2016-01-14,2016-01-15,2016-02-11,CPU,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,0
CPU,2015-12-25,2016-01-21,2016-01-22,2016-02-18,CPU,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,0
CPU,2016-01-01,2016-01-28,2016-01-29,2016-02-25,CPU,0.0,0.0,0.0,0.0,0.0,0.0,1,4,3,0
CPU,2016-01-08,2016-02-04,2016-02-05,2016-03-03,CPU,0.0,0.0,0.0,0.0,0.0,0.0,2,5,3,0
CPU,2016-01-15,2016-02-11,2016-02-12,2016-03-10,CPU,0.0,0.0,0.0,0.0,0.0,0.0,2,6,3,0
CPU,2016-01-22,2016-02-18,2016-02-19,2016-03-17,CPU,0.0,0.0,0.0,0.0,0.0,0.0,2,7,3,0
CPU,2016-01-29,2016-02-25,2016-02-26,2016-03-24,CPU,0.0,0.0,0.0,0.0,0.0,0.0,2,8,3,0
CPU,2016-02-05,2016-03-03,2016-03-04,2016-03-31,CPU,0.0,0.0,0.0,0.0,0.0,0.0,3,9,3,0
CPU,2016-02-12,2016-03-10,2016-03-11,2016-04-07,CPU,0.0,0.0,0.0,0.0,0.0,0.0,3,10,3,0
CPU,2016-02-19,2016-03-17,2016-03-18,2016-04-14,CPU,0.0,0.0,0.0,0.0,0.0,0.0,3,11,3,0
CPU,2016-02-26,2016-03-24,2016-03-25,2016-04-21,CPU,0.0,0.0,0.0,0.0,0.0,0.0,3,12,3,0
CPU,2016-03-04,2016-03-31,2016-04-01,2016-04-28,CPU,0.0,0.0,0.0,0.0,0.0,0.0,3,13,3,0
CPU,2016-03-11,2016-04-07,2016-04-08,2016-05-05,CPU,0.0,0.0,0.0,0.0,0.0,0.0,4,14,3,0
CPU,2016-03-18,2016-04-14,2016-04-15,2016-05-12,CPU,0.0,0.0,0.0,0.0,0.0,0.0,4,15,3,0
CPU,2016-03-25,2016-04-21,2016-04-22,2016-05-19,CPU,0.0,0.0,0.0,0.0,0.0,0.0,4,16,3,0
CPU,2016-04-01,2016-04-28,2016-04-29,2016-05-26,CPU,0.0,0.0,0.0,0.0,0.0,0.0,4,17,3,1
CPU,2016-04-08,2016-05-05,2016-05-06,2016-06-02,CPU,0.0,0.0,0.0,0.0,0.0,0.0,5,18,3,1
CPU,2016-04-15,2016-05-12,2016-05-13,2016-06-09,CPU,0.0,0.0,0.0,0.0,0.0,0.0,5,19,3,1
CPU,2016-04-22,2016-05-19,2016-05-20,2016-06-16,CPU,0.0,0.0,0.0,0.0,0.0,0.0,5,20,3,1
CPU,2016-04-29,2016-05-26,2016-05-27,2016-06-23,CPU,2.5,70.0,12.99038105676658,0.03571428571428571,5.196150344246494,5000000.0,5,21,3,1
CPU,2016-05-06,2016-06-02,2016-06-03,2016-06-30,CPU,2.5,70.0,12.99038105676658,0.03571428571428571,5.196150344246494,5000000.0,6,22,3,1
CPU,2016-05-13,2016-06-09,2016-06-10,2016-07-07,CPU,2.5,70.0,12.99038105676658,0.03571428571428571,5.196150344246494,-0.99999980000004,6,23,3,1
CPU,2016-05-20,2016-06-16,2016-06-17,2016-07-14,CPU,8.107142857142858,227.0,25.28740410011374,0.10714285714285714,3.1191507817927877,1.2428568942857638,6,24,3,0
CPU,2016-05-27,2016-06-23,2016-06-24,2016-07-21,CPU,5.607142857142857,157.0,22.33245441970415,0.07142857142857142,3.9828574027497385,11214285.714285715,6,25,3,0
CPU,2016-06-03,2016-06-30,2016-07-01,2016-07-28,CPU,5.607142857142857,157.0,22.33245441970415,0.07142857142857142,3.9828574027497385,-0.9999999108280335,6,26,3,0
CPU,2016-06-10,2016-07-07,2016-07-08,2016-08-04,CPU,5.607142857142857,157.0,22.33245441970415,0.07142857142857142,3.9828574027497385,-0.9999999108280335,7,27,3,0
